listing,price,serial,condition,weight,stock
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" Journeyman Relic Super Faded Candy Tangerine w/Candy Apple Red Burst LEFTY","$3,867.00",Serial #R136033,USED,Weight: 8lbs,In Stock!
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" Deluxe Closet Classic Super Aged Daphne Blue Sparkle w/Blue Sparkle Burst & Gold Hardware","$3,812.00",Serial #R134917,USED,Weight: 8lbs 5oz,In Stock!
Reverend Descent RA Baritone Periwinkle Burst,"$1,199.00",,NEW,,In Stock!
ESP LTD H3-1000FR Metallic Silver,"$1,499.00",,NEW,,In Stock!
Cordoba Stage Traditional Nylon String Guitar Natural,$799.99,,NEW,,In Stock!
Sterling By Music Man Axis AX3 Flame Maple Trans Black,$449.99,,NEW,,In Stock!
ESP LTD Ted Aguilar TED-EC Black,"$1,699.00",,NEW,,In Stock!
Reverend Jetstream HB Army Green,"$1,099.00",,NEW,,In Stock!
Reverend Charger 290 Metallic Alpine,$999.00,,NEW,,In Stock!
Reverend Double Agent OG Metallic Alpine,$999.00,,NEW,,In Stock!
Reverend Double Agent W Chronic Blue,"$1,099.00",,NEW,,In Stock!
Reverend Charger HB Gunmetal,$999.00,,NEW,,In Stock!
Reverend Club King 290 Midnight Black,"$1,199.00",,NEW,,In Stock!
Reverend Chris Freeman Powder Yellow,"$1,199.00",,NEW,,In Stock!
Reverend Buckshot Chronic Blue,$999.00,,NEW,,In Stock!
Reverend Buckshot Party Red,$999.00,,NEW,,In Stock!
Reverend Jetstream HB Midnight Black,"$1,099.00",,NEW,,In Stock!
Reverend Jetstream 390 Midnight Black,"$1,099.00",,NEW,,In Stock!
Reverend Jetstream 390 Chronic Blue,"$1,099.00",,NEW,,In Stock!
Reverend Billy Corgan Drop Z Gloss Pearl White,"$1,499.00",,NEW,,In Stock!
Reverend Chris Freeman Turquoise Sparkle,"$1,199.00",,NEW,,In Stock!
Mayones Hydra Elite VF FSH 7-String 3A Eye Poplar/American Ash Monolith Custom Gloss,"$3,066.00",Serial #HF2312690,USED,Weight: 7lbs 13oz,In Stock!
Atkin 54 S-Style w/Flame Maple Neck Aged Sunburst 2023,"$2,995.00",Serial #ATK055,USED,Weight: 6lbs 7oz,In Stock!
Squier Classic Vibe '60s Custom Telecaster Oxblood,$524.99,,NEW,,Pre-Order
Ibanez RG421QMCBB Standard 6-String Electric Guitar Cerulean Blue Burst,$459.99,,NEW,,In Stock!
Ibanez RG470DXTMN Standard 6-String Electric Guitar Tokyo Midnight,$549.99,,NEW,,In Stock!
Sire Larry Carlton S3 SSS Dakota Red,$399.00,,NEW,,In Stock!
Danelectro U-2 Green Refin 1950s,"$1,500.00",,VINTAGE,Weight: 6lbs 7oz,In Stock!
Reverend Tommy Koffin Signature Gold Sparkle,"$1,199.00",,NEW,,In Stock!
Fender Artist Limited Edition Tom DeLonge Stratocaster Black,"$1,040.00",Serial #MX23075276,DEMO,Weight: 7lbs 3oz,In Stock!
Fender Custom Shop Limited Edition 70th Anniversary 1954 Stratocaster Heavy Relic Wide-Fade 2-Color Sunburst,"$3,679.00",Serial #XN4000,USED,Weight: 7lbs 12oz,In Stock!
PRS Private Stock #10453 McCarty 594 Single Cut Laguna Dragon's Breath Quilt Maple w/Stained Curly Maple Neck & Cocobolo Fingerboard (2023),"$13,609.00",Serial #0365817,NEW,Weight: 8lbs 7oz,In Stock!
"Epiphone Artist Kirk Hammett ""Greeny"" 1959 Les Paul Standard Aged Gloss","$1,499.00",,NEW,,In Stock!
Gibson Modern SG Standard TV Yellow,"$1,799.00",,NEW,,In Stock!
Tausch 665 RAW Deluxe Trem HH Figured Maple Aged Red Sunset Burst w/Flame Maple Neck,"$5,290.00",Serial #092302,NEW,Weight: 6lbs 7oz,In Stock!
Fender Artist Limited Edition Tom DeLonge Stratocaster Black,"$1,045.00",Serial #MX23054109,DEMO,Weight: 7lbs 4oz,In Stock!
Eastman T64/TV-T Truetone Vintage Gloss Vintage Classic,"$1,999.00",,NEW,,In Stock!
PRS SE Paul's Guitar Turquoise,"$1,049.00",,NEW,,In Stock!
PRS SE McCarty 594 Singlecut Charcoal,$949.00,,NEW,,In Stock!
PRS SE McCarty 594 Charcoal,$949.00,,NEW,,In Stock!
PRS SE McCarty 594 Turquoise,$949.00,,NEW,,In Stock!
PRS SE Custom 24 Quilt Black Gold Sunburst,$999.00,,NEW,,In Stock!
PRS SE Custom 24 Quilt Violet,$999.00,,NEW,,In Stock!
PRS SE CE 24 Vintage Sunburst,$699.00,,NEW,,In Stock!
PRS SE CE 24 Turquoise,$699.00,,NEW,,In Stock!
PRS SE CE 24 Black Cherry,$699.00,,NEW,,In Stock!
PRS SE Custom 24-08 Turquoise,$949.00,,NEW,,In Stock!
Fender Player II Modified Telecaster SH Dusk,"$1,079.99",,NEW,,In Stock!
Fender Player II Modified Telecaster Sunshine Yellow,"$1,049.99",,NEW,,In Stock!
Fender Player II Modified Telecaster RW Harvest Green Metallic,"$1,049.99",,NEW,,In Stock!
Fender Player II Modified Telecaster Dusk,"$1,049.99",,NEW,,In Stock!
Fender Player II Modified Stratocaster HSS Floyd Rose Dusk,"$1,189.99",,NEW,,In Stock!
Fender Player II Modified Stratocaster Dusk,"$1,049.99",,NEW,,In Stock!
MarconiLAB Ego Hyper 6 Classic Natural,"$6,999.00",Serial #00166,USED,Weight: 6lbs 12oz,In Stock!
Reverend Gil Parris Signature GPS Midnight Black,"$1,530.00",Serial #53265,DEMO,Weight: 7lbs 7oz,In Stock!
Eastman T59/TV Truetone Vintage Gloss Vintage Classic,"$2,099.00",,NEW,,In Stock!
Reverend Robin Finck Signature White 2020,"$1,195.00",Serial #39969,USED,Weight: 7lbs 7oz,In Stock!
Fender Vintera II 60s Stratocaster Olympic White,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 70s Stratocaster Surf Green,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 50s Nocaster Blackguard Blonde,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 70s Mustang Competition Burgundy,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 50s Stratocaster Ocean Turquoise,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 60s Stratocaster Lake Placid Blue,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 50s Stratocaster 2-Color Sunburst,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 50s Stratocaster Black,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 60s Stratocaster 3-Color Sunburst,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 70s Stratocaster Vintage White,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 60s Telecaster Fiesta Red,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 60s Telecaster Sonic Blue,"$1,209.99",,NEW,,In Stock!
Fender Vintera II 50s Jazzmaster Sonic Blue,"$1,309.99",,NEW,,In Stock!
Fender Vintera II 70s Telecaster Deluxe with Tremolo Surf Green,"$1,239.99",,NEW,,In Stock!
Fender Vintera II 70s Jaguar Vintage White,"$1,569.99",,NEW,,In Stock!
Fender Vintera II 60s Telecaster Thinline 3-Color Sunburst,"$1,369.99",,NEW,,In Stock!
Fender Vintera II 70s Telecaster Deluxe with Tremolo Vintage White,"$1,239.99",,NEW,,In Stock!
Fender Vintera II 60s Telecaster Thinline Black,"$1,369.99",,NEW,,In Stock!
Fender Artist Mike McCready Stratocaster 3-Color Sunburst,"$1,999.99",,NEW,,In Stock!
Eastman T64/TV Truetone Vintage Gloss Vintage Classic w/Bigsby,"$2,249.00",,NEW,,In Stock!
"Gibson Custom Shop 1964 Trini Lopez Reissue ""CME Spec"" Antique Lavender Sparkle Murphy Lab Ultra Light Aged","$6,899.00",Serial #CME01949,USED,Weight: 8lbs 1oz,In Stock!
Squier Stratocaster Sunburst 2010,$800.00,Serial #COS10084015,USED,Weight: 7lbs 8oz,In Stock!
Dean Guitars Nash Vegas Cherry,$650.00,Serial #WK15050133,USED,Weight: 8lbs 2oz,In Stock!
Gibson Original Les Paul Standard '60s Plain Top Pelham Blue Top,"$2,799.00",Serial #222830316,NEW,Weight: 9lbs 1oz,In Stock!
Ibanez JIVAX2GH Nita Strauss Signature Electric Guitar Ghost,"$3,699.99",Serial #210002F2413944,NEW,Weight: 7lbs 7oz,In Stock!
Danelectro '59 Triple Divine Red,$627.00,Serial #103796,B-STOCK,,In Stock!
Eastman Romeo NYC Black,"$1,969.00",,NEW,,In Stock!
Sire Larry Carlton H7V Flame Maple Semi-Hollow Vintage Sunburst,$705.00,,NEW,,In Stock!
Kithara Fifty-Six Heavy Relic Natural,"$3,910.00",Serial #140,USED,Weight: 9lbs 11oz,In Stock!
Kithara Astral Light Relic Vintage Cream,"$4,280.00",Serial #144,NEW,Weight: 7lbs 13oz,In Stock!
Loog Mini Electric 3-String White,$179.00,,NEW,,In Stock!
Loog Mini Electric 3-String Red,$179.00,,NEW,,In Stock!
Loog Mini Electric 3-String Yellow,$179.00,,NEW,,In Stock!
Loog Mini Electric 3-String Pink,$179.00,,NEW,,In Stock!
Fender X Loog Stratocaster Black,$229.00,,NEW,,In Stock!
Sire Larry Carlton S3 Black,$399.00,,NEW,,In Stock!
Sire Larry Carlton S3 Tobacco Sunburst,$399.00,,NEW,,In Stock!
Sire Larry Carlton S3 Sonic Blue,$399.00,,NEW,,In Stock!
Sire Larry Carlton T3 Sonic Blue,$399.00,,NEW,,In Stock!
Fender Artist Limited Edition Tom DeLonge Stratocaster Graffiti Yellow,"$1,359.99",,NEW,,In Stock!
Fender Artist Limited Edition Tom DeLonge Stratocaster Black,"$1,359.99",,NEW,,In Stock!
Reverend Greg Koch Signature Gristle 90 3-Tone Burst,"$1,899.00",,NEW,,In Stock!
Reverend Billy Corgan Signature Z-One Gloss Orchid Pink,"$1,499.00",,NEW,,In Stock!
EVH Limited Edition Star Primer Gray,"$1,399.00",,NEW,,In Stock!
Epiphone Artist Alex Lifeson Les Paul Custom Axcess LEFTY Quilt Ruby,"$1,299.00",,NEW,,In Stock!
Harmony Standard Jupiter Thinline Sky Blue,"$1,699.00",,NEW,,In Stock!
Ibanez RGRTBB21BKF RG Iron Label Baritone Black Flat,"$1,299.99",,NEW,,In Stock!
Ibanez PGM1000TACB Paul Gilbert Signature Aged Cream Burst,"$6,999.99",,NEW,,Pre-Order
Reverend Pete Anderson Eastsider T Satin Natural,"$1,099.00",,NEW,,In Stock!
PRS SE Silver Sky Maple Overland Gray,$849.00,,NEW,,In Stock!
PRS SE Silver Sky Storm Gray,$849.00,,NEW,,In Stock!
Ibanez RG5440CDFM Prestige Electric Guitar Deep Forest Green Metallic,"$2,199.99",,NEW,,In Stock!
Squier Paranormal Jazzmaster XII Lake Placid Blue,$503.99,,NEW,,In Stock!
Squier Paranormal Esquire Deluxe Metallic Black,$472.99,,NEW,,In Stock!
Squier Paranormal Esquire Deluxe Mocha,$472.99,,NEW,,In Stock!
Squier Paranormal Jazzmaster XII Olympic White,$503.99,,NEW,,In Stock!
Squier Paranormal Strat-O-Sonic Vintage Blonde,$472.99,,NEW,,In Stock!
Squier Paranormal Custom Nashville Stratocaster Chocolate 2-Color Sunburst,$472.99,,NEW,,In Stock!
Squier Paranormal Strat-O-Sonic Crimson Red Transparent,$472.99,,NEW,,In Stock!
Kramer Artist Dave Mustaine Vanguard Ebony,"$1,299.00",,NEW,,In Stock!
Epiphone Les Paul Standard '60s Ebony LEFTY,$699.00,,NEW,,In Stock!
Suhr Classic S SSS Vintage Yellow SSCII,"$3,449.00",,NEW,,In Stock!
Atkin 63 S-Style Classic Aged Faded Silver Sparkle w/Roasted Flame Maple Neck,"$2,500.00",Serial #083,USED,Weight: 6lbs 12oz,In Stock!
